,level_0,level_1,cosine,euclidean,hamming,psnr,ssim
45,/Users/dcortes/dev/livepeer/YT8M/videos/7/Banda Fuego Nuevo San Simon 20144172.461.mp4,360:640,0.27943705482579045,14.991291032872699,0.8072222222222223,34.470872202661134,0.9293737738499988
46,/Users/dcortes/dev/livepeer/YT8M/videos/7/Banda Fuego Nuevo San Simon 20144172.461.mp4,480:854,0.27103108157774886,15.01963596023359,0.8355555555555555,35.382121088117934,0.9382521965341067
47,/Users/dcortes/dev/livepeer/YT8M/videos/7/Banda Fuego Nuevo San Simon 20144172.461.mp4,720:1280,0.26272785982228564,14.391573935760915,0.7961111111111112,36.90333017479189,0.9518211836055216
48,/Users/dcortes/dev/livepeer/YT8M/videos/7/Barbie Bad - Barbie Badezimmer - Barbie in der Badewanne Unboxing + Demo4167.639.mp4,240:426,0.16607214657330624,10.538327503791743,0.5193333333333333,39.72693101387856,0.9649679319290333
49,/Users/dcortes/dev/livepeer/YT8M/videos/7/Barbie Bad - Barbie Badezimmer - Barbie in der Badewanne Unboxing + Demo4167.639.mp4,360:640,0.1431348601983199,9.630684480978328,0.46666666666666656,41.46564967576867,0.973653889933112
50,/Users/dcortes/dev/livepeer/YT8M/videos/7/Barbie Bad - Barbie Badezimmer - Barbie in der Badewanne Unboxing + Demo4167.639.mp4,480:854,0.1411002694612653,9.12079267183223,0.42666666666666664,44.34050190096114,0.9842186536410525
51,/Users/dcortes/dev/livepeer/YT8M/videos/7/Barbie Bad - Barbie Badezimmer - Barbie in der Badewanne Unboxing + Demo4167.639.mp4,720:1280,0.13472141210381497,8.518362032218143,0.42066666666666663,44.1318480046429,0.9838136420244726
52,/Users/dcortes/dev/livepeer/YT8M/videos/7/Blues Guitar Epiphone Riviera!!!  (slide playing on open G)6902.853.mp4,240:426,0.2298191352593633,13.346618996726637,0.7461111111111111,36.82777834028395,0.9592480518767019
53,/Users/dcortes/dev/livepeer/YT8M/videos/7/Blues Guitar Epiphone Riviera!!!  (slide playing on open G)6902.853.mp4,360:640,0.19647966382675444,11.933444098782973,0.5938888888888889,38.20152175008164,0.967861256034745
54,/Users/dcortes/dev/livepeer/YT8M/videos/7/Blues Guitar Epiphone Riviera!!!  (slide playing on open G)6902.853.mp4,480:854,0.17246578385778732,11.026133742715404,0.5661111111111111,40.86939581744677,0.9784077324593324
55,/Users/dcortes/dev/livepeer/YT8M/videos/7/Blues Guitar Epiphone Riviera!!!  (slide playing on open G)6902.853.mp4,720:1280,0.14546510420090306,9.819515400700956,0.4744444444444444,43.145868552824886,0.9831377893501678
56,/Users/dcortes/dev/livepeer/YT8M/videos/7/Championnat National - Journée 33 - Les buts4190.112.mp4,240:426,0.3007581404303767,16.08097890575689,0.8733333333333335,33.76771696787438,0.8834661224757728
57,/Users/dcortes/dev/livepeer/YT8M/videos/7/Championnat National - Journée 33 - Les buts4190.112.mp4,360:640,0.27267059886968,14.999597067648388,0.8466666666666669,35.46938958997347,0.9335683604353888
58,/Users/dcortes/dev/livepeer/YT8M/videos/7/Championnat National - Journée 33 - Les buts4190.112.mp4,480:854,0.2661371838008375,14.81712559812446,0.8286666666666668,37.56908706381654,0.9592645769338656
59,/Users/dcortes/dev/livepeer/YT8M/videos/7/Championnat National - Journée 33 - Les buts4190.112.mp4,720:1280,0.27173951342051106,15.304504318877418,0.8260000000000001,39.026390161000414,0.9672829376500102
60,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cindy Ciser - Disco (official music video)4331.25.mp4,240:426,0.20401184990357799,11.538459248214695,0.7236111111111111,39.639600776031024,0.9714298342902395
61,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cindy Ciser - Disco (official music video)4331.25.mp4,360:640,0.1810580602536663,10.946879393013338,0.6666666666666666,41.49352624151144,0.977570011682222
62,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cindy Ciser - Disco (official music video)4331.25.mp4,480:854,0.19747548259678047,10.818406160079048,0.5791666666666666,43.858256308599096,0.9844015625665564
63,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cindy Ciser - Disco (official music video)4331.25.mp4,720:1280,0.15138140745497677,8.983798878087113,0.4861111111111111,45.81541379647606,0.9875507528589615
64,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cirkusrevyen 1967 - Sonny boy (Dirch Passer)2153.542.mp4,240:426,0.2673697211803187,13.856667899608931,0.7916666666666666,42.136828729007995,0.9830570314214501
65,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cirkusrevyen 1967 - Sonny boy (Dirch Passer)2153.542.mp4,360:640,0.2271107691229341,12.279865036387624,0.6483333333333334,43.220765060346274,0.9853505195578748
66,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cirkusrevyen 1967 - Sonny boy (Dirch Passer)2153.542.mp4,480:854,0.2029027086568367,11.246325165307292,0.5761111111111111,44.37843386528927,0.9874088213234441
67,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cirkusrevyen 1967 - Sonny boy (Dirch Passer)2153.542.mp4,720:1280,0.16916244952588752,9.159766221489171,0.4411111111111111,45.96897482588967,0.9899842032941976
68,/Users/dcortes/dev/livepeer/YT8M/videos/7/Compra e venda de casa de madeira cascavel .região4188.454.mp4,240:426,0.26432284648873283,14.578617651691797,0.8088888888888891,33.7740236497727,0.9057740822241861
69,/Users/dcortes/dev/livepeer/YT8M/videos/7/Compra e venda de casa de madeira cascavel .região4188.454.mp4,360:640,0.24682751584367163,13.972480040928016,0.7472222222222221,35.44998964231873,0.9409661918787475
70,/Users/dcortes/dev/livepeer/YT8M/videos/7/Compra e venda de casa de madeira cascavel .região4188.454.mp4,480:854,0.23100536464302557,13.387424216222973,0.7405555555555556,37.18957723063228,0.9606426778146122
71,/Users/dcortes/dev/livepeer/YT8M/videos/7/Compra e venda de casa de madeira cascavel .região4188.454.mp4,720:1280,0.21720546133078114,12.679282867311223,0.6844444444444446,39.06394376755032,0.9702000321115669
72,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cose da fare su GTA V Parte 24331.25.mp4,240:426,0.2596209627013778,14.889776074083366,0.8383333333333335,31.58412923781115,0.8134808702289544
73,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cose da fare su GTA V Parte 24331.25.mp4,360:640,0.23856022568212062,13.940698963000942,0.7733333333333334,33.35079735050708,0.8914668487137043
74,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cose da fare su GTA V Parte 24331.25.mp4,480:854,0.20939741775640092,12.454763729998463,0.6750000000000002,35.48708564918756,0.9368668154694716
75,/Users/dcortes/dev/livepeer/YT8M/videos/7/Cose da fare su GTA V Parte 24331.25.mp4,720:1280,0.17702677018020482,10.714008260868733,0.5900000000000001,37.31532363920378,0.953827191103652
76,/Users/dcortes/dev/livepeer/YT8M/videos/7/Destiny - AUDIO EASTER EGG FOUND!4129.636.mp4,240:426,0.2709375955416992,14.790606199642006,0.8127777777777777,34.3946851536364,0.9111223783087797
77,/Users/dcortes/dev/livepeer/YT8M/videos/7/Destiny - AUDIO EASTER EGG FOUND!4129.636.mp4,360:640,0.2359630401434597,13.642988321650586,0.7205555555555556,36.39326755827736,0.9484574850722367
78,/Users/dcortes/dev/livepeer/YT8M/videos/7/Destiny - AUDIO EASTER EGG FOUND!4129.636.mp4,480:854,0.21125579688437443,12.539316529579805,0.668888888888889,37.77146099029686,0.9617748346076767
79,/Users/dcortes/dev/livepeer/YT8M/videos/7/Destiny - AUDIO EASTER EGG FOUND!4129.636.mp4,720:1280,0.1949150912984262,11.970915642257646,0.6244444444444445,38.388061044530865,0.9624853893974683
80,/Users/dcortes/dev/livepeer/YT8M/videos/7/Destiny Best Multiplayer Weapon Upgrade - Super Slide Shotgun!4145.203.mp4,240:426,0.2488881050910471,13.92411002967911,0.7788888888888889,36.792570040459665,0.9229974832841914
81,/Users/dcortes/dev/livepeer/YT8M/videos/7/Destiny Best Multiplayer Weapon Upgrade - Super Slide Shotgun!4145.203.mp4,360:640,0.22592554918858768,13.316024867332716,0.7166666666666667,39.47673434931539,0.9589306976131571
82,/Users/dcortes/dev/livepeer/YT8M/videos/7/Destiny Best Multiplayer Weapon Upgrade - Super Slide Shotgun!4145.203.mp4,480:854,0.2276304101690276,12.954384133161067,0.6838888888888889,41.01196394765657,0.9708022078487327
